scorer,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180,DLC_HrnetW32_fish4drugDec15shuffle1_snapshot_180
bodyparts,head,head,head,eye1,eye1,eye1,eye2,eye2,eye2,body1,body1,body1,body2,body2,body2,body3,body3,body3,body4,body4,body4,body5,body5,body5
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
52,359.4028,390.988,0.90167254,368.9217,386.566,1,352.62405,384.64224,0.99843943,361.5853,354.0211,0.7067405,366.80646,329.0161,0.727949,369.3504,303.78702,0.8196307,375.67786,277.6161,0.83209413,380.63422,253.79878,0.7768661
53,359.6629,389.92142,0.89556277,369.14145,385.58398,1,353.04663,383.4822,0.9874361,361.98404,356.26065,0.7327313,367.30023,328.21304,0.74483377,370.1003,296.4931,0.79869777,374.98917,273.5627,0.8283537,380.74295,252.39445,0.77664393
54,343.89032,385.76282,0.80803126,369.14145,385.58398,0.8787686,338.93173,378.81848,0.8986341,371.2478,353.93408,0.7842692,380.2901,334.02362,0.6500431,387.2582,317.90228,0.6776648,378.61258,299.91043,0.7074998,380.74295,252.39445,0.83745825
55,262.9816,394.93234,0.73065794,271.00656,390.44086,0.88835627,259.82132,390.43906,0.91003686,297.1086,369.41373,0.7924813,320.63513,352.016,0.8553979,348.749,338.08377,0.8959857,378.6532,322.82202,0.8623967,405.7462,302.02252,0.7397579
56,223.64555,393.0164,0.6729408,230.32977,390.83252,0.85710245,219.25676,390.6884,0.8881339,262.13086,374.11456,0.8172666,287.27557,361.33786,0.8674846,322.43045,347.73035,0.77484065,354.6626,336.1492,0.7518387,387.87177,323.907,0.65918815
57,220.30006,392.8493,0.71470004,226.95493,390.70764,0.8757809,215.74716,390.36734,0.9021664,258.79333,373.23477,0.8134222,283.98947,360.2861,0.86697024,319.94458,346.8075,0.76509774,352.67212,335.7579,0.74055874,385.65213,324.68765,0.62726635
58,218.81503,392.86554,0.704548,225.91849,390.70074,0.8656613,214.62936,390.1897,0.9040376,255.28685,373.74588,0.83013594,281.4992,360.99493,0.8946818,311.97342,350.0761,0.76460403,351.63657,335.34302,0.7546018,384.7176,323.73346,0.63881475
59,218.29962,392.82333,0.70857716,225.622,390.67276,0.85766214,214.01448,390.07666,0.9027549,254.95543,373.6006,0.8363839,280.4856,360.70917,0.8856866,311.0831,349.54492,0.7783573,351.75952,333.68726,0.7469097,384.07477,322.6443,0.6540838
60,211.82683,394.26614,0.7522711,220.42953,390.4019,0.8937767,207.6066,390.42767,0.9175436,237.99162,372.6921,0.8495715,259.00717,358.39938,0.8196744,281.45367,347.28143,0.9281865,301.15457,339.61713,0.8048531,323.55963,326.1496,0.53552455
61,153.53827,394.99384,0.73695415,160.74977,392.83347,0.9448054,149.6017,392.55038,0.98604447,185.31737,380.26437,0.8362118,211.96295,368.3648,0.8768795,242.17796,359.89996,0.89324784,268.54944,352.32816,0.8332204,295.3183,342.53745,0.62296
62,148.31117,395.2782,0.668954,155.33958,392.80487,0.88409096,144.5568,392.03336,0.90338016,180.22902,379.45663,0.8489113,206.6542,367.94073,0.9192067,238.32394,360.1505,0.8704758,269.83188,351.3427,0.7845314,301.11447,341.11923,0.63078105
63,148.51947,395.24185,0.6802509,155.47144,392.8644,0.8981568,144.67934,392.04703,0.91028106,180.68262,379.12112,0.8461119,207.19785,368.05994,0.9130296,238.56728,360.61142,0.8537796,270.3568,352.3178,0.80151194,301.07877,342.4105,0.6751944
64,149.79973,394.9163,0.6816011,156.34123,392.54028,0.89846313,145.56485,391.9177,0.91481555,180.91562,379.84683,0.833756,208.17703,368.1933,0.912237,239.30205,360.1594,0.86477536,270.61353,353.425,0.8103071,301.62836,343.47925,0.6890079
65,150.1055,394.82242,0.6932248,156.78488,392.47018,0.9031375,145.89915,391.9453,0.9264737,181.6942,379.81656,0.84709275,208.79106,368.39722,0.91644514,239.75168,360.52863,0.88942736,270.8104,354.02292,0.8140293,302.4608,344.6659,0.67270887
66,150.65999,394.87866,0.6963775,157.45157,392.4907,0.90104866,147.3809,391.8932,0.9336003,181.69492,380.16962,0.8509582,208.91887,368.55118,0.9097938,239.96962,360.77084,0.8892608,271.81348,353.96982,0.829014,302.74786,345.2587,0.6658116
67,150.83856,395.0278,0.69592613,158.12549,392.58167,0.9000457,147.6749,391.98624,0.931788,182.32356,379.99158,0.8498052,209.38545,368.40506,0.9126164,241.32881,360.90002,0.8905061,270.91525,354.1395,0.8270681,303.18478,345.66388,0.6392465
68,151.09459,395.1367,0.6992155,158.44226,392.6774,0.9086266,147.99765,392.081,0.93666965,182.20842,380.23203,0.8593261,209.218,368.64267,0.90276474,241.30731,360.9561,0.89561933,271.04745,354.1471,0.84102815,302.8991,345.21765,0.70293194
69,98.05774,392.2841,0.5285755,103.06767,391.19583,0.8271444,95.806244,389.58575,0.8466555,134.82942,385.22644,0.7941117,159.1677,376.42163,0.95466775,187.36765,370.35504,0.8869614,219.02084,368.08923,0.7780465,251.5724,369.86902,0.7768586
70,95.13003,391.63358,0.5220387,101.01641,390.405,0.82309824,94.7529,388.43362,0.84562075,129.36162,385.8592,0.8792019,157.72346,378.3898,0.87038183,189.88844,376.4328,0.8900359,219.1551,375.28775,0.88077885,254.13521,371.8824,0.74900615
71,99.17597,391.57498,0.50093883,105.03234,390.6846,0.80919236,97.14115,389.4715,0.8281054,132.68869,385.96567,0.8923471,158.95673,378.94635,0.84913445,191.90239,378.16434,0.8988369,219.18932,377.0786,0.8593663,254.20328,374.77466,0.752043
72,101.072266,391.25363,0.5501085,105.93295,390.25998,0.8789517,98.386,389.17343,0.8692817,134.3049,386.10272,0.875225,160.46042,380.48416,0.8585537,194.226,379.50153,0.8877318,219.53522,378.60922,0.9032445,254.33664,375.8742,0.7681577
73,101.81673,391.2779,0.5515322,106.633,390.254,0.86784565,99.767395,388.97885,0.86545926,134.8193,386.2921,0.8738237,160.67621,380.6162,0.859042,194.51462,379.57275,0.8831585,220.06487,377.9425,0.8901775,253.88284,376.09787,0.7704493
74,102.275475,391.19147,0.56532794,107.3034,390.33646,0.86497194,100.68282,388.9034,0.8713826,135.12463,386.4424,0.85948205,161.32121,380.96063,0.8341029,195.09178,379.74066,0.86888343,220.0464,378.8749,0.8932131,253.77739,376.1362,0.7709701
75,73.63153,380.2798,0.2467806,74.77528,381.2738,0.63797826,75.89593,376.74234,0.6138724,106.96072,378.68832,0.8546041,136.17458,375.42828,0.89926666,167.683,375.32712,0.8886731,196.6566,375.05106,0.86193347,230.10394,370.69528,0.73111296
76,73.82893,378.6459,0.20333846,75.131874,378.9553,0.57299745,76.257065,374.99396,0.5303652,108.22957,376.90536,0.8590048,136.56526,373.61618,0.9008302,169.58128,372.89816,0.8790752,199.9445,371.36414,0.7379746,237.16907,369.8569,0.7335926
77,74.73249,378.65643,0.25605264,77.49722,377.44504,0.622452,77.82043,374.4462,0.58951294,111.702385,376.92395,0.8420916,140.44746,374.02216,0.881064,175.31934,373.73035,0.90006775,209.89,375.51483,0.7653804,249.17699,376.67096,0.74148667
78,75.71089,378.1705,0.22126196,78.47885,377.2862,0.6023907,78.780396,373.86694,0.5402098,113.603775,377.47598,0.81067175,142.82684,374.6192,0.91481495,179.17464,375.3893,0.87384963,213.34685,377.01602,0.74681294,252.00731,378.17395,0.77852523
79,76.28564,378.39728,0.2576172,79.40649,377.55002,0.6362881,78.43695,374.6532,0.5770551,114.91945,378.4754,0.7590922,143.93787,375.04034,0.9304731,180.38176,375.9009,0.8800449,214.81487,378.05637,0.73420525,253.43051,378.00626,0.7982892
80,87.84449,376.11685,0.37395218,94.91768,375.9849,0.73324686,89.04544,374.1508,0.7096423,114.6874,374.002,0.96060497,134.46306,374.5566,0.9019687,157.70773,374.13547,0.9383986,177.04561,373.9459,0.9223025,196.9985,373.3105,0.8910691
81,79.93623,368.84573,0.3609918,82.25276,368.63898,0.6642106,79.49532,367.0551,0.68908453,97.48677,364.2675,0.88960177,115.74456,359.2738,0.84952515,131.95357,359.32224,0.8847373,148.0139,357.1263,0.9122285,164.38503,352.97647,0.8678127
82,79.511314,367.43335,0.3600101,83.71384,366.05505,0.57581675,80.79569,365.16376,0.64124274,94.390724,360.59637,0.8742066,107.47846,356.0246,0.87836343,122.2321,356.2111,0.9325748,137.26686,357.4175,0.8978599,150.23654,357.6485,0.95031214
83,79.68223,365.54272,0.3587292,83.56053,363.65326,0.5724603,80.900795,362.71494,0.6465777,93.60346,358.63995,0.8689658,108.34114,354.2173,0.8651032,124.69836,353.87158,0.9123215,139.99242,354.3634,0.90225154,154.39445,355.66956,0.9433116
84,79.250534,363.8855,0.35910347,81.95855,363.73538,0.62770337,79.218025,361.74155,0.68580997,93.71508,358.73077,0.92348725,109.2002,354.9301,0.87941056,126.80202,353.5959,0.94026494,142.66953,354.62723,0.87312615,159.57706,354.7028,0.9761253
85,80.15592,364.19553,0.36194456,83.13528,363.51035,0.62554955,80.82708,362.10767,0.68646705,94.89483,358.332,0.93848306,110.618774,354.28754,0.8724294,127.98544,353.88388,0.92877173,145.07648,354.24796,0.89666855,160.93005,354.33484,0.96053296
86,79.69123,364.98328,0.35899645,82.62203,364.22058,0.6266102,80.57072,362.8186,0.6855653,94.74849,358.74817,0.94622225,110.54763,354.16736,0.8741539,128.49307,353.85696,0.9289804,146.22339,354.579,0.87472034,162.85754,354.25177,0.927974
